Index,Value
547,93.8178
548,104.437
549,99.3256
550,94.2383
551,104.296
552,99.9032
553,96.6517
554,107.951
555,102.945
556,95.8569
557,95.8845
558,95.6326
559,96.5491
560,96.979
561,95.94
562,108.46
563,94.4129
564,98.8691
565,103.49
566,99.9456
567,122.138
568,149.007
569,154.922
570,153.096
571,147.258
572,136.498
573,150.196
574,147.67
575,145.291
576,157.544
577,164.795
578,170.891
579,139.736
580,143.899
581,159.251
582,144.56
583,154.509
584,142.778
585,164.485
586,144.108
587,145.278
588,148.448
589,57.2704
590,57.7252
591,57.4378
592,61.3371
593,58.526
594,63.5684
595,59.0111
596,60.7479
597,59.5817
598,57.1936
599,62.6092
600,58.2089
601,61.6022
602,63.9312
603,59.5365
604,58.3288
605,58.0489
606,61.5772
607,58.4571
608,58.7611
609,63.9881
610,58.52
611,59.4126
612,59.9948
613,69.6815
614,58.5785
615,57.5002
616,65.2513
617,69.0914
618,93.7606
619,91.3213
620,104.956
621,87.2938
622,93.6318
623,97.7982
624,91.9491
625,102.977
626,97.754
627,97.9093
628,102.823
629,91.4969
630,103.685
631,95.8443
632,98.03
633,96.528
634,90.9384
635,89.5966
636,89.7544
637,103.807
638,97.763
639,94.547
640,98.512
641,99.0973
642,94.4633
643,95.854
644,104.715
645,106.494
646,98.6514
647,94.4952
648,93.4802
649,95.0498
650,100.03
651,93.1932
652,95.1775
653,104.478
654,93.68
655,96.7639
656,100.494
657,102.63
658,93.1728
659,93.7146
660,98.5591
661,93.6662
662,99.8574
663,98.0705
664,98.2505
665,89.6713
666,97.4951
667,85.0318
668,87.0195
669,107.068
670,94.1532
671,84.5398
672,104.987
673,88.1041
674,93.8443
675,92.0507
676,87.7394
677,101.366
678,87.1035
679,98.0072
680,91.0558
681,85.7741
682,98.3022
683,117.359
684,88.2376
685,86.0893
686,91.2365
687,122.494
688,60.9522
689,60.4618
690,60.7442
691,58.6805
692,59.413
693,56.7728
694,65.5277
695,64.3313
696,60.6352
697,58.6814
698,58.4936
699,57.3678
700,56.0365
701,59.5296
702,80.8966
703,56.2595
704,61.422
705,58.5421
706,58.4327
707,58.4031
708,58.0281
709,65.1865
710,61.2893
711,67.9312
712,60.522
713,58.8521
714,61.607
715,60.4538
716,103.795
717,88.3977
718,93.5332
719,88.2171
720,91.0546
721,111.381
722,96.7302
723,99.6404
724,98.9722
725,86.4079
726,93.2917
727,94.1544
728,97.613
729,89.9047
730,87.9171
731,94.3068
732,93.0463
733,94.9327
734,95.7478
735,92.3961
736,84.2686
737,102.463
738,95.5969
739,100.386
740,94.5365
741,96.8691
742,99.2313
743,102.202
744,102.188
745,98.2617
746,101.357
747,109.058
748,93.6652
749,94.9367
750,96.9018
751,104.509
752,106.506
753,96.1585
754,104.689
755,95.6465
756,102.258
757,97.1082
758,97.973
759,95.7347
760,98.6672
761,102.642
762,97.3115
763,97.2586
764,102.819
765,120.429
766,126.607
767,130.877
768,122.497
769,110.555
770,120.141
771,114.507
772,112.073
773,109.328
774,103.758
775,117.444
776,114.178
777,122.723
778,116.131
779,126.219
780,112.132
781,110.279
782,120.923
783,113.456
784,120.499
785,122.061
786,112.632
787,64.1009
788,64.8033
789,60.1463
790,59.5637
791,60.1884
792,62.5428
793,59.6075
794,57.5179
795,58.2487
796,60.22
797,59.9919
798,58.6982
799,62.6708
800,60.1154
801,58.804
802,59.9552
803,61.3328
804,66.4739
805,59.1271
806,58.6285
807,60.8952
808,59.3527
809,55.7864
810,57.5621
811,61.7946
812,65.6187
813,85.1469
814,94.8846
815,86.9408
816,91.3434
817,100.992
818,85.9818
819,90.8278
820,92.3206
821,88.1498
822,99.0718
823,86.3248
824,92.1402
825,86.0323
826,104.6
827,114.364
828,97.4687
829,92.6198
830,87.4979
831,105.495
832,96.6387
833,94.1204
834,95.0976
835,101.406
836,99.9174
837,97.2438
838,98.4978
839,103.53
840,94.8485
841,104.593
842,108.977
843,102.677
844,98.9534
845,94.1847
846,94.2681
847,98.0261
848,97.1166
849,103.758
850,99.6969
851,101.857
852,94.1577
853,92.727
854,93.5495
855,109.775
856,100.27
857,119.242
858,151.129
859,135.471
860,134.432
861,166.273
862,140.392
863,141.685
864,148.653
865,146.701
866,158.06
867,140.641
868,137.885
869,153.789
870,152.57
871,145.858
872,155.618
873,137.394
874,147.814
875,168.471
876,143.326
877,144.034
878,132.405
879,57.8042
880,57.7235
881,58.122
882,57.6372
883,58.571
884,58.8318
885,66.2893
886,60.3037
887,58.2916
888,56.4289
889,59.6781
890,58.1767
891,61.1314
892,60.253
893,59.6677
894,61.8005
895,60.2329
896,74.8268
897,64.0631
898,65.9748
899,58.4163
900,59.7019
901,57.0977
902,59.4587
903,58.2141
904,61.3152
905,65.3199
906,69.8042
907,65.7164
908,96.1555
909,103.977
910,97.8818
911,89.6848
912,89.0473
913,92.1639
914,87.8981
915,92.0341
916,95.1741
917,102.43
918,87.7004
919,85.0358
920,106.479
921,88.9172
922,90.96
923,95.0796
924,97.958
925,116.052
926,93.7831
927,101.878
928,96.7249
929,96.3943
930,101.086
931,98.3351
932,98.0254
933,103.27
934,92.3544
935,98.1222
936,98.7744
937,93.9906
938,94.5976
939,94.5116
940,93.8493
941,104.553
942,95.6223
943,97.1668
944,95.1731
945,94.7819
946,94.4481
947,105.456
948,101.102
949,99.3687
950,98.8106
951,109.344
952,95.9591
953,88.3958
954,87.5532
955,98.4456
956,94.5531
957,99.7719
958,87.4762
959,89.681
960,125.059
961,89.943
962,92.2919
963,87.0776
964,90.7365
965,91.2415
966,117.729
967,95.9006
968,92.7951
969,86.6564
970,92.6332
971,86.1612
972,85.749
973,108.669
974,58.8801
975,56.3546
976,60.3692
977,57.7304
978,75.8879
979,56.834
980,58.0352
981,59.8292
982,78.3215
983,58.2314
984,57.0023
985,58.4807
986,59.1863
987,62.2358
988,60.9607
989,64.6337
990,61.2696
991,57.893
992,57.2539
993,61.227
994,60.6565
995,59.5895
996,56.7076
997,58.7797
998,58.8342
999,58.7741
